SAISON,COMMUNE,NOM_DU_TIERS,NOM_EMS,MT_TARIF_ANNUEL,NB_SEMAINES_FONCTIONNEMENT_ANNUEL,NB_JEUNE_INSCRIT,NB_FILLES_INSCRITES,NB_PLAQUETTE_CG33,NB_JEUNES_6_7_ans,NB_JEUNES_8_9_ans,NB_JEUNES_10_11_ans
2011/2012,SAILLANS,CDC DU FRONSADAIS,CDC Fronsac Saillans,0,0,0,0,0,0,0,0
2011/2012,SAINT-ANDRE-DE-CUBZAC,COMMUNE DE SAINT ANDRE DE CUBZAC,EMS ST ANDRE DE CUBZAC,0,27,48,16,0,24,12,12
2011/2012,SAINT-ANDRE-DE-CUBZAC,COMMUNE DE SAINT ANDRE DE CUBZAC,St André de Cubzac,0,0,0,0,0,0,0,0
2011/2012,SAINT-ANDRE-ET-APPELLES,CDC DU PAYS FOYEN,EMS CDC PAYS FOYEN St Andre et Appelles,0,27,11,7,0,4,2,5
2011/2012,SAINT-ANDRE-ET-APPELLES,CDC DU PAYS FOYEN,CDC Pays Foyen St André et Appelles,0,0,0,0,0,0,0,0
2011/2012,SAINT-ANTOINE-SUR-L'ISLE,COMMUNE DE SAINT ANTOINE SUR L'ISLE,St antoine sur Isle,0,0,0,0,0,0,0,0
2011/2012,SAINT-ANTOINE-SUR-L'ISLE,COMMUNE DE SAINT ANTOINE SUR L'ISLE,EMS RPI ST ANTOINE/ISLE,0,27,23,11,0,0,13,10
2011/2012,SAINT-AUBIN-DE-MEDOC,COMMUNE DE SAINT AUBIN DE MEDOC,EMS ST AUBIN Mercredi,0,31,52,15,0,29,18,5
2011/2012,SAINT-AUBIN-DE-MEDOC,COMMUNE DE SAINT AUBIN DE MEDOC,St Aubin Ronsard,0,0,0,0,0,0,0,0
2011/2012,SAINT-AUBIN-DE-MEDOC,COMMUNE DE SAINT AUBIN DE MEDOC,St Aubin de Médoc,0,0,0,0,0,0,0,0
2011/2012,SAINT-AUBIN-DE-MEDOC,COMMUNE DE SAINT AUBIN DE MEDOC,EMS ST AUBIN Ronsard,0,30,28,9,0,14,10,4
2011/2012,SAINT-AVIT-SAINT-NAZAIRE,CDC DU PAYS FOYEN,CDC Pays Foyen St avit St Nazaire,0,0,0,0,0,0,0,0
2011/2012,SAINT-AVIT-SAINT-NAZAIRE,CDC DU PAYS FOYEN,EMS CDC PAYS FOYEN St Avit St Nazaire,0,26,9,3,0,2,1,6
2011/2012,SAINT-CAPRAIS-DE-BORDEAUX,CDC PORTES ENTRE DEUX MERS,CDC Entre 2 Mers St Caprais,0,0,0,0,0,0,0,0
2011/2012,SAINT-CAPRAIS-DE-BORDEAUX,CDC PORTES ENTRE DEUX MERS,EMS CDC ENTRE 2 MERS St Caprais,0,29,13,3,0,2,8,3
2011/2012,SAINT-CHRISTOPHE-DE-DOUBLE,COMMUNE DE SAINT CHRISTOPHE DE DOUBLE,EMS ST CHRISTOPHE DE DOUBLE,0,34,12,7,0,0,10,2
2011/2012,SAINT-CHRISTOPHE-DE-DOUBLE,COMMUNE DE SAINT CHRISTOPHE DE DOUBLE,St Christophe de Double,0,0,0,0,0,0,0,0
2011/2012,SAINT-CIERS-DE-CANESSE,SIRP VILLENEUVE ST CIERS CANESSE,EMS SIRP ST CIERS/VILLENEUVE,0,27,24,12,0,4,15,5
2011/2012,SAINT-CIERS-DE-CANESSE,SIRP VILLENEUVE ST CIERS CANESSE,SIP St Ciers de canesse Villeneuve,0,0,0,0,0,0,0,0
2011/2012,SAINT-ESTEPHE,CDC DU CENTRE MEDOC,CDC CENTRE MEDOC Canteloup,0,23,18,8,0,6,7,5
2011/2012,SAINT-ESTEPHE,CDC DU CENTRE MEDOC,CDC Centre Médoc Canteloup,0,0,0,0,0,0,0,0
2011/2012,SAINT-GENES-DE-FRONSAC,CDC DU FRONSADAIS,EMS CDC FRONSAC St Genes,0,29,12,4,0,0,2,10
2011/2012,SAINT-GENES-DE-FRONSAC,CDC DU FRONSADAIS,CDC Fronsac St Genes de Fronsac,0,0,0,0,0,0,0,0
2011/2012,SAINT-GERMAIN-D'ESTEUIL,CDC DU COEUR MEDOC,CDC Coeur Médoc Esteuil,0,0,0,0,0,0,0,0
2011/2012,SAINT-GERMAIN-D'ESTEUIL,CDC DU COEUR MEDOC,EMS CDC COEUR MEDOC St Germain Esteuil,0,26,11,5,0,0,0,11
2011/2012,SAINT-GERMAIN-DU-PUCH,COMMUNE DE SAINT GERMAIN DU PUCH,EMS ST GERMAIN DU PUCH,0,32,32,14,0,7,8,17
2011/2012,SAINT-GERMAIN-DU-PUCH,COMMUNE DE SAINT GERMAIN DU PUCH,St Germain du Puch,0,0,0,0,0,0,0,0
2011/2012,SAINT-GERVAIS,COMMUNE DE SAINT GERVAIS,St Gervais,0,0,0,0,0,0,0,0
2011/2012,SAINT-GERVAIS,COMMUNE DE SAINT GERVAIS,EMS ST GERVAIS,0,32,42,11,0,24,11,7
2011/2012,SAINT-HILAIRE-DE-LA-NOAILLE,COMMUNE DE SAINT HILAIRE LA NOAILLE,St Hilaire de la Noaille,0,0,0,0,0,0,0,0
2011/2012,SAINT-HILAIRE-DE-LA-NOAILLE,COMMUNE DE SAINT HILAIRE LA NOAILLE,EMS ST HILAIRE NOAILLE,0,31,24,5,0,5,8,11
2011/2012,SAINT-JEAN-D'ILLAC,ASSOCIATION SPORTIVE ILLACAISE,EMS AS ILLACAISE,0,32,45,24,0,23,13,9
2011/2012,SAINT-JEAN-D'ILLAC,ASSOCIATION SPORTIVE ILLACAISE,ASS Illacaise,0,0,0,0,0,0,0,0
2011/2012,SAINT-JULIEN-BEYCHEVELLE,CDC DU CENTRE MEDOC,CDC Centre Médoc St Julien,0,0,0,0,0,0,0,0
2011/2012,SAINT-JULIEN-BEYCHEVELLE,CDC DU CENTRE MEDOC,EMS CDC CENTRE MEDOC St Julien,0,22,16,6,0,6,5,5
2011/2012,SAINT-LAURENT-MEDOC,ADAPEI IME DU MEDOC,APEI Médoc,0,0,0,0,0,0,0,0
2011/2012,SAINT-LAURENT-MEDOC,ADAPEI IME DU MEDOC,EMS APEI MEDOC,0,35,12,3,0,4,4,4
2011/2012,SAINT-LAURENT-MEDOC,CDC DU CENTRE MEDOC,CDC Centre Médoc St Laurent,0,0,0,0,0,0,0,0
2011/2012,SAINT-LAURENT-MEDOC,CDC DU CENTRE MEDOC,EMS CDC CENTRE MEDOC St Laurent,0,27,19,7,0,6,8,5
2011/2012,SAINT-LOUBES,COMMUNE DE SAINT LOUBES,St Loubes,0,0,0,0,0,0,0,0
2011/2012,SAINT-LOUBES,COMMUNE DE SAINT LOUBES,EMS ST LOUBES,0,30,125,68,0,58,49,18
2011/2012,SAINT-LOUIS-DE-MONTFERRAND,COMMUNE DE SAINT LOUIS MONTFERRAND,St Louis de Montferrand,0,0,0,0,0,0,0,0
2011/2012,SAINT-LOUIS-DE-MONTFERRAND,COMMUNE DE SAINT LOUIS MONTFERRAND,EMS ST LOUIS DE MONTFERRAND,0,32,44,19,0,21,14,9
2011/2012,SAINT-MACAIRE,CENTRE DE VACANCES ET DE LOISIRS VERDELAISIEN,CVLV St Macaire,0,0,0,0,0,0,0,0
2011/2012,SAINT-MACAIRE,CENTRE DE VACANCES ET DE LOISIRS VERDELAISIEN,EMS VERDELAIS St Macaire,0,29,60,30,0,20,25,15
2011/2012,SAINT-MARTIN-DU-BOIS,COMMUNE DE SAINT MARTIN DU BOIS,St Martin du Bois,0,0,0,0,0,0,0,0
2011/2012,SAINT-MEDARD-DE-GUIZIERES,COMMUNE DE SAINT MEDARD GUIZIERES,EMS ST MEDARD GUIZIERES,0,32,27,10,0,10,5,12
2011/2012,SAINT-MEDARD-DE-GUIZIERES,COMMUNE DE SAINT MEDARD GUIZIERES,St Médard de Guizières,0,0,0,0,0,0,0,0
2011/2012,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,St Médard Cérillan,0,0,0,0,0,0,0,0
2011/2012,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,EMS ST MEDARD JALLES Magudas,0,29,108,44,0,22,53,33
2011/2012,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,St Médard Corbiac,0,0,0,0,0,0,0,0
2011/2012,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,EMS ST MEDARD EN JALLES Hastignan,0,30,79,33,0,20,35,24
2011/2012,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,EMS ST MEDARD JALLES Cerillan,0,29,78,32,0,19,32,27
2011/2012,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,St Médard Gajac,0,0,0,0,0,0,0,0
2011/2012,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,EMS ST MEDARD EN JALLES Gajac,0,30,16,3,0,13,3,0
2011/2012,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,St Médard en Jalles Hastignan,0,0,0,0,0,0,0,0
2011/2012,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,St Médard en Jalles Garenne,0,0,0,0,0,0,0,0
2011/2012,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,St Médard en Jalles Montaigne,0,0,0,0,0,0,0,0
2011/2012,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,EMS ST MEDARD EN JALLES Garenne,0,29,88,41,0,26,39,23
2011/2012,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,EMS ST MEDARD JALLES Corbiac,0,28,62,18,0,12,26,24
2011/2012,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,EMS ST MEDARD JALLES Montaigne,0,28,50,15,0,23,16,11
2011/2012,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,St Médard Magudas,0,0,0,0,0,0,0,0
2011/2012,SAINT-PEY-DE-CASTETS,SIRP DE SAINT PEY DE CASTET CIVRAC SUR DORDOGNE STE FLORENCE,SIRP St Pey de Castets,0,0,0,0,0,0,0,0
2011/2012,SAINT-PEY-DE-CASTETS,SIRP DE SAINT PEY DE CASTET CIVRAC SUR DORDOGNE STE FLORENCE,EMS SIRP ST PEY DE CASTETS,0,28,18,5,0,10,4,4
2011/2012,SAINT-PIERRE-D'AURILLAC,VACANCES LOISIRS DE ST PIERRE D AURILLAC,AVL,0,0,0,0,0,0,0,0
2011/2012,SAINT-PIERRE-D'AURILLAC,VACANCES LOISIRS DE ST PIERRE D AURILLAC,EMS AVL PIAN,25,34,24,10,0,10,7,7
2011/2012,SAINT-PIERRE-D'AURILLAC,VACANCES LOISIRS DE ST PIERRE D AURILLAC,EMS ST PIERRE AURILLAC,25,33,22,9,0,8,10,4
2011/2012,SAINT-PIERRE-D'AURILLAC,VACANCES LOISIRS DE ST PIERRE D AURILLAC,AVL Pian Garonne,0,0,0,0,0,0,0,0
2011/2012,SAINT-PIERRE-DE-MONS,ASS COMMUNALE DES PARENTS ELEVES,ACPE St Pierre de Mons,0,0,0,0,0,0,0,0
2011/2012,SAINT-PIERRE-DE-MONS,ASS COMMUNALE DES PARENTS ELEVES,EMS APE ST PIERRE DE MONS,0,16,24,12,0,12,9,3
2011/2012,SAINT-QUENTIN-DE-BARON,COMMUNE DE SAINT QUENTIN DE BARON,EMS ST QUENTIN DE BARON,0,26,50,23,0,10,20,20
2011/2012,SAINT-QUENTIN-DE-BARON,COMMUNE DE SAINT QUENTIN DE BARON,St Quentin de Baron,0,0,0,0,0,0,0,0
2011/2012,SAINT-SAUVEUR,CDC DU CENTRE MEDOC,CDC Centre Médoc St sauveur,0,0,0,0,0,0,0,0
2011/2012,SAINT-SAUVEUR,CDC DU CENTRE MEDOC,EMS CDC CENTRE MEDOC St Sauveur,0,24,16,8,0,5,7,4
2011/2012,SAINT-SELVE,COMMUNE DE SAINT SELVE,CCEJ St Selve,0,0,0,0,0,0,0,0
2011/2012,SAINT-SELVE,COMMUNE DE SAINT SELVE,EMS ST SELVE CCEJ,0,30,30,9,0,11,12,7
2011/2012,SAINT-SEURIN-DE-CADOURNE,CDC DU CENTRE MEDOC,EMS CDC CENTRE MEDOC St Seurin,0,26,17,7,0,4,9,4
2011/2012,SAINT-SEURIN-DE-CADOURNE,CDC DU CENTRE MEDOC,CDC Centre Médoc St seurin de Cadourne,0,0,0,0,0,0,0,0
2011/2012,SAINT-SEURIN-SUR-L'ISLE,COMMUNE DE SAINT SEURIN SUR L ISLE,St Seurin/isle,0,0,0,0,0,0,0,0
2011/2012,SAINT-SEURIN-SUR-L'ISLE,COMMUNE DE SAINT SEURIN SUR L ISLE,EMS ST SEURIN/ISLE,0,30,23,5,0,0,10,13
2011/2012,SAINT-SULPICE-ET-CAMEYRAC,COMMUNE DE SAINT SULPICE CAMEYRAC,EMS ST SULPICE ET CAMEYRAC,0,30,103,50,0,21,48,34
2011/2012,SAINT-SULPICE-ET-CAMEYRAC,COMMUNE DE SAINT SULPICE CAMEYRAC,St Sulpice et Cameyrac,0,0,0,0,0,0,0,0
2011/2012,SAINT-VINCENT-DE-PAUL,COMMUNE DE SAINT VINCENT DE PAUL,EMS ST VINCENT DE PAUL,0,32,16,11,0,3,3,10
2011/2012,SAINT-VIVIEN-DE-MEDOC,ASSOCIATION LES PTITS POTES,EMS ST VIVIEN PTITS POTES,0,33,20,12,0,2,15,3
2011/2012,SAINT-VIVIEN-DE-MEDOC,ASSOCIATION LES PTITS POTES,Les Ptits Potes ALSH,0,0,0,0,0,0,0,0
2011/2012,SAINT-YZAN-DE-SOUDIAC,COMMUNE DE SAINT YZAN DE SOUDIAC,EMS ST YZANS SOUDIAC,0,28,51,27,0,31,16,4
2011/2012,SAINT-YZAN-DE-SOUDIAC,COMMUNE DE SAINT YZAN DE SOUDIAC,St Yzan de Soudiac,0,0,0,0,0,0,0,0
2011/2012,SAINTE-EULALIE,COMMUNE DE SAINTE EULALIE,Ste Eulalie,0,0,0,0,0,0,0,0
2011/2012,SAINTE-EULALIE,COMMUNE DE SAINTE EULALIE,EMS STE EULALIE,0,33,30,13,0,6,15,9
2011/2012,SAINTE-FOY-LA-GRANDE,CDC DU PAYS FOYEN,CDC Pays Foyen Port Ste Foy,0,0,0,0,0,0,0,0
2011/2012,SAINTE-FOY-LA-GRANDE,CDC DU PAYS FOYEN,CDC Pays Foyen Ste Foy,0,0,0,0,0,0,0,0
2011/2012,SAINTE-FOY-LA-GRANDE,CDC DU PAYS FOYEN,EMS CDC PAYS FOYEN Ste Foy,0,27,7,3,0,3,1,3
2011/2012,SAINTE-FOY-LA-GRANDE,CDC DU PAYS FOYEN,EMS CDC PAYS FOYEN Port Ste Foy,0,29,0,3,0,1,5,1
2011/2012,SALAUNES,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Francas Salaunes,0,0,0,0,0,0,0,0
2011/2012,SALAUNES,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS Salaunes,0,29,13,6,0,6,7,0
2011/2012,SALIGNAC,COMMUNE DE SALIGNAC,EMS SALIGNAC,0,31,60,28,0,22,22,16
2011/2012,SALIGNAC,COMMUNE DE SALIGNAC,Salignac,0,0,0,0,0,0,0,0
2011/2012,SALLEBOEUF,ASSOCIATION TAM TAM,Asso TAM TAM,0,0,0,0,0,0,0,0
2011/2012,SALLEBOEUF,ASSOCIATION TAM TAM,EMS TAM TAM,0,34,52,29,0,22,23,7
2011/2012,SALLES,COMMUNE DE SALLES,EMS SALLES Caisse des ecoles,0,32,62,21,0,16,21,25
2011/2012,SALLES,COMMUNE DE SALLES,Salles Caisse des ecoles,0,0,0,0,0,0,0,0
2011/2012,SAUCATS,COMMUNE DE SAUCATS,Saucats,0,0,0,0,0,0,0,0
2011/2012,SAUVETERRE-DE-GUYENNE,CDC DU PAYS SAUVETERROIS,CDC Sauveterre Mercredi,0,0,0,0,0,0,0,0
2011/2012,SAUVETERRE-DE-GUYENNE,CDC DU PAYS SAUVETERROIS,EMS CDC SAUVETERRE Mercredi,0,33,13,7,0,6,5,2
2011/2012,SAUVETERRE-DE-GUYENNE,COMMUNE DE SAUVETERRE DE GUYENNE,Sauveterre de Guyenne,0,0,0,0,0,0,0,0
2011/2012,SAUVETERRE-DE-GUYENNE,COMMUNE DE SAUVETERRE DE GUYENNE,EMS SAUVETERRE,0,34,16,4,0,4,2,10
2011/2012,SOULAC-SUR-MER,COMMUNE DE SOULAC SUR MER,EMS SOULAC,0,29,13,7,0,2,6,5
2011/2012,SOULAC-SUR-MER,COMMUNE DE SOULAC SUR MER,Soulac sur Mer,0,0,0,0,0,0,0,0
2011/2012,TABANAC,CDC DU VALLON D ARTOLIE,EMS CDC ARTOLIE LE TOURNE,0,27,26,9,0,8,8,10
2011/2012,TABANAC,CDC DU VALLON D ARTOLIE,CDC Artolie Tabanac,0,0,0,0,0,0,0,0
2011/2012,TALENCE,ASSOCIATION PROMOTION INSERTION SPORT EN AQUITAINE,EMS APIS BORDEAUX LAC,0,33,32,12,0,8,10,14
2011/2012,TALENCE,O PTIMOMES LOISIRS,O'Ptimomes Loisirs,0,0,0,0,0,0,0,0
2011/2012,TALENCE,ASSOCIATION PROMOTION INSERTION SPORT EN AQUITAINE,APIS,0,0,0,0,0,0,0,0
2011/2012,TARGON,COMMUNE DE TARGON,EMS TARGON,0,32,25,13,0,10,8,7
2011/2012,TEUILLAC,COMMUNE DE TEUILLAC,Teuillac,0,0,0,0,0,0,0,0
2011/2012,TEUILLAC,COMMUNE DE TEUILLAC,EMS TEUILLAC,0,25,23,8,0,9,6,7
2011/2012,TOULENNE,COMMUNE DE TOULENNE,Toulenne,0,0,0,0,0,0,0,0
2011/2012,TOULENNE,COMMUNE DE TOULENNE,EMS TOULENNE,0,30,24,7,0,8,8,8
2011/2012,VERAC,CDC DU FRONSADAIS,EMS CDC FRONSAC Verac,0,31,12,5,0,0,3,9
2011/2012,VERAC,CDC DU FRONSADAIS,CDC Fronsac Vérac,0,0,0,0,0,0,0,0
2011/2012,VERDELAIS,CENTRE DE VACANCES ET DE LOISIRS VERDELAISIEN,CVLV Verdelais St Maixant,0,0,0,0,0,0,0,0
2011/2012,VERDELAIS,CENTRE DE VACANCES ET DE LOISIRS VERDELAISIEN,EMS VERDELAIS St Maixant,0,30,43,15,0,7,26,10
2011/2012,VERTHEUIL,CDC DU CENTRE MEDOC,EMS CDC CENTRE MEDOC Vertheuil,0,25,14,4,0,3,6,5
2011/2012,VERTHEUIL,CDC DU CENTRE MEDOC,CDC Centre Médoc Vertheuil,0,0,0,0,0,0,0,0
2011/2012,VILLEGOUGE,CDC DU FRONSADAIS,CDC Fronsac Villegouge,0,0,0,0,0,0,0,0
2011/2012,VILLEGOUGE,CDC DU FRONSADAIS,EMS CDC FRONSAC Villegouge,0,29,11,5,0,0,7,4
2011/2012,VILLENAVE-D'ORNON,COMMUNE DE VILLENAVE D'ORNON,Villenave d'Ornon,0,0,0,0,0,0,0,0
2011/2012,VILLENAVE-D'ORNON,COMMUNE DE VILLENAVE D'ORNON,EMS VILLENAVE D ORNON,0,35,100,25,0,41,36,23
2011/2012,VILLENAVE-D'ORNON,ASSOCIATION DEVELOPPEMENT EDUCATION PHYSIQUE ARTISTIQUE,EMS ADEPA,0,20,22,1,0,8,7,7
2012/2013,AMBARES-ET-LAGRAVE,ASSOCIATION SPORTIVE AMBARESIENNE,EMS ASA Ambares,0,34,90,31,0,57,29,4
2012/2013,CENON,OFFICE MINICIPAL DES SPORTS DE CENON,OMS CENON,140,13,65,20,0,20,20,25
Saison sportive non renseignée,ABZAC,COMMUNE D'ABZAC,EMS ABZAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ABZAC,COMMUNE D'ABZAC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ABZAC,COMMUNE D'ABZAC,Ecole Abzac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,AMBARES-ET-LAGRAVE,ASSOCIATION SPORTIVE AMBARESIENNE,Ecole ASA Ambares,0,34,0,0,0,0,0,0
Saison sportive non renseignée,AMBARES-ET-LAGRAVE,ASSOCIATION SPORTIVE AMBARESIENNE,EMS ASA AMBARES,0,0,0,0,0,0,0,0
Saison sportive non renseignée,AMBARES-ET-LAGRAVE,ASSOCIATION SPORTIVE AMBARESIENNE,EMS ASAmbares,0,0,0,0,0,0,0,0
Saison sportive non renseignée,AMBARES-ET-LAGRAVE,ASSOCIATION SPORTIVE AMBARESIENNE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ANDERNOS-LES-BAINS,COMMUNE D'ANDERNOS LES BAINS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ANDERNOS-LES-BAINS,COMMUNE D'ANDERNOS LES BAINS,Ecole Andernos Bétey,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ANDERNOS-LES-BAINS,COMMUNE D'ANDERNOS LES BAINS,Ecole Andernos Ferry,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ANDERNOS-LES-BAINS,COMMUNE D'ANDERNOS LES BAINS,Ecole Andernos Capsus,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ANGLADE,CDC DE L'ESTUAIRE-CANTON DE ST CIERS S/GIRONDE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ARES,COMMUNE D'ARES,Ecole Ares,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ARES,COMMUNE D'ARES,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ARES,COMMUNE D'ARES,EMS ARES,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ARTIGUES-PRES-BORDEAUX,COMMUNE D'ARTIGUES PRES BORDEAUX,Ecole Artigues Bx,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ARTIGUES-PRES-BORDEAUX,COMMUNE D'ARTIGUES PRES BORDEAUX,EMS ARTIGUES,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ARTIGUES-PRES-BORDEAUX,COMMUNE D'ARTIGUES PRES BORDEAUX,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ASQUES,CDC DU FRONSADAIS,Ecole CDC Fronsac ASques,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ASQUES,CDC DU FRONSADAIS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ASQUES,CDC DU FRONSADAIS,EMS CDC Fronsac Asques,0,0,0,0,0,0,0,0
Saison sportive non renseignée,AUBIE-ET-ESPESSAS,COMMUNE D'AUBIE ET ESPESSAS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,AUBIE-ET-ESPESSAS,COMMUNE D'AUBIE ET ESPESSAS,EMS AUBIE ET ESPESSAS,0,0,0,0,0,0,0,0
Saison sportive non renseignée,AUBIE-ET-ESPESSAS,COMMUNE D'AUBIE ET ESPESSAS,Ecole Aubie espessas,0,0,0,0,0,0,0,0
Saison sportive non renseignée,AUDENGE,COMMUNE D'AUDENGE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,AUDENGE,COMMUNE D'AUDENGE,Ecole Audenge,20,24,50,0,0,0,0,0
Saison sportive non renseignée,AVENSAN,CENTRE D'ANIMATIONS SPORTIVES ET CULT. DE LA COMMUNE D'AVENSAN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,AVENSAN,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Ecole Avensan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,AVENSAN,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,AVENSAN,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS Avensan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,AYGUEMORTE-LES-GRAVES,A.G.E. POUR ENFANTS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BARIE,BARIE CASTETS BASKET CLUB,Ecole Barie Castets en Dorthe,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BARIE,BARIE CASTETS BASKET CLUB,EMS BARIE CASTETS BASKET CLUB,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BARON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,EMS LJC Baron,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BARON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BASSENS,COMMUNE DE BASSENS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BASSENS,COMMUNE DE BASSENS,EMS BASSENS,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BASSENS,COMMUNE DE BASSENS,Ecole Bassens,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BAYON-SUR-GIRONDE,COMMUNE DE BAYON,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BAYON-SUR-GIRONDE,COMMUNE DE BAYON,EMS BAYON,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BAZAS,COMMUNE DE BAZAS,Ecole Bazas,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BAZAS,COMMUNE DE BAZAS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BAZAS,COMMUNE DE BAZAS,EMS BAZAS,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BEAUTIRAN,SI DES CENTRES D'ACCUEIL ET DE LOISIRS,EMS SICAL BEAUTIRAN,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BEAUTIRAN,SI DES CENTRES D'ACCUEIL ET DE LOISIRS,Ecole SICAL Beautiran,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BEAUTIRAN,SICAL,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BEAUTIRAN,SI DES CENTRES D'ACCUEIL ET DE LOISIRS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BEGADAN,CDC DU COEUR MEDOC,EMS CDC Coeur Médoc Bégadan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BEGADAN,CDC DU COEUR MEDOC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BEGLES,CLUB ATHLETIQUE BEGLAIS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BEGLES,CLUB ATHLETIQUE BEGLAIS,Ecole CAB Béglais,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BEGLES,CLUB ATHLETIQUE BEGLAIS,EMS CA BEGLAIS,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BEYCHAC-ET-CAILLAU,ASSOCIATION POUR LOISIRS ENFANTS ET JEUNES,EMS ALEJ BEYCHAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BEYCHAC-ET-CAILLAU,AMICALE RETRAITES SPORT ENTRE 2 MERS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BEYCHAC-ET-CAILLAU,ASSOCIATION POUR LOISIRS ENFANTS ET JEUNES,Ecole ALEJ Beychac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BEYCHAC-ET-CAILLAU,ASSOCIATION POUR LOISIRS ENFANTS ET JEUNES,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BIGANOS,COMMUNE DE BIGANOS,Ecole Biganos,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BIGANOS,COMMUNE DE BIGANOS,EMS BIGANOS,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BIGANOS,COMMUNE DE BIGANOS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BLANQUEFORT,COMMUNE DE BLANQUEFORT,Ecole Blanquefort Caychac,0,0,0,0,0,0,0,0
