COMMUNE_INSEE,COMMUNE_LIBMIN,COMMUNE_LIBSNA,COMMUNE_LIBDOC,ARR_V3CAR,ARR_V1CAR,ARR_LIBMIN,CANTON_V4CAR,CANTON_V2CAR,CANTON_LIBMIN,MAIRIE_ADR_L1,MAIRIE_ADR_L2,MAIRIE_ADR_L3,MAIRIE_ADR_L4NUM,MAIRIE_ADR_L4B,MAIRIE_ADR_L4VOIE,MAIRIE_ADR_L4_COMPLET,MAIRIE_ADR_L5,MAIRIE_ADR_L6CP,MAIRIE_ADR_L6COMMUNE,MAIRE_MR_MME,MAIRE_NOM,MAIRE_PRENOM,MAIRIE_TEL,MAIRIE_FAX,MAIRIE_MAIL,MAIRIE_SITE
33085,Camblanes-et-Meynac,CAMBLANES ET MEYNAC                   ,,332,2,,3323,23,Créon,,,,,,,HOTEL DE VILLE,1 PLACE DU GENERAL DE GAULLE,33360,CAMBLANES ET MEYNAC,Monsieur,TRUPIN,Guy,0557971690,0556206306,mairie.camblanes et meynac@wanadoo.fr,
33086,Camiac-et-Saint-Denis,CAMIAC ET ST DENIS                    ,,335,5,,3316,16,Branne,,,,,,,HOTEL DE VILLE,,33420,CAMIAC ET SAINT DENIS,Monsieur,TITE,André,0557241548,0557241287,mairie de camiac et saint denis@orange.fr,
33087,Camiran,CAMIRAN                               ,,333,3,,3338,38,Réole (La),,,,,,,HOTEL DE VILLE,,33190,CAMIRAN,Madame,BOUGES,Chantal,0556714030,0556713239,camiran@wanadoo.fr,
33088,Camps-sur-l'Isle,CAMPS SUR L ISLE                      ,,335,5,,3322,22,Coutras,,,,,,,HOTEL DE VILLE,89 RUE DE LA REPUBLIQUE,33660,CAMPS SUR L'ISLE,Monsieur,RESENDE,David,0557696335,0557696579,mairiecamps sur isle@wanadoo.fr,
33089,Campugnan,CAMPUGNAN                             ,,331,1,,3307,07,Blaye,,,,,,,HOTEL DE VILLE,LE BOURG,33390,CAMPUGNAN,Monsieur,VEZAIN,Jean,0557647174,0557433964,mairie.campugnan@wanadoo.fr,
33090,Canéjan,CANEJAN                               ,,332,2,,3359,59,Gradignan,,,,,,,HOTEL DE VILLE,BP 90031,33611,CANEJAN CEDEX,Monsieur,GARRIGOU,Bernard,0556890860,0556755907,mairie@canejan.fr,www.canejan.fr
33091,Cantenac,CANTENAC                              ,,334,4,,3320,20,Castelnau-de-Médoc,,,,,,,HOTEL DE VILLE,25 AVENUE DE LA VEME REPUBLIQUE,33460,CANTENAC,Monsieur,BOUCHER,Eric,0557883412,0557887429,mairie.cantenac@wanadoo.fr,
33092,Cantois,CANTOIS                               ,,333,3,,3348,48,Targon,,,,,,,HOTEL DE VILLE,130 LE BOURG SUD,33760,CANTOIS,Monsieur,ARNAUD,Ludovic,0556239281,0556239281,mairie.de.cantois@orange.fr,
33093,Capian,CAPIAN                                ,,333,3,,3317,17,Cadillac,,,,,,,HOTEL DE VILLE,16 ROUTE DE LANGOIRAN,33550,CAPIAN,Monsieur,LATASTE,Frédéric,0556723056,0556721247,mairie.capian@wanadoo.fr,
33094,Caplong,CAPLONG                               ,,335,5,,3341,41,Sainte-Foy-la-Grande,,,,,,,HOTEL DE VILLE,2 LE BOURG,33220,CAPLONG,Monsieur,VERITE,Jacques,0557412885,0557412885,mairiecaplong33@orange.fr,
33095,Captieux,CAPTIEUX                              ,,333,3,,3318,18,Captieux,,,,,,,HOTEL DE VILLE,1 PLACE DU 8 MAI 1945,33840,CAPTIEUX,Monsieur,BERNARD,Georges,0556656031,0556656566,contact@captieux.fr,
33096,Carbon-Blanc,CARBON BLANC                          ,,332,2,,3319,19,Carbon-Blanc,,,,,,,HOTEL DE VILLE,AVENUE VIGNAU ANGLADE,33560,CARBON BLANC,Monsieur,MAURRAS,Franck,0557776868,0556381192,communication@carbon blanc.fr,www.carbon blanc.fr
33097,Carcans,CARCANS                               ,,334,4,,3342,42,Saint-Laurent-Médoc,,,,,,,HOTEL DE VILLE,2A ROUTE D'HOURTIN,33121,CARCANS,Monsieur,SABAROT,Henri,0556039020,0556039031,secretariat@mairie carcans.fr,www.carcans.fr
33098,Cardan,CARDAN                                ,,333,3,,3317,17,Cadillac,,,,,,,HOTEL DE VILLE,3 PRADAS,33410,CARDAN,Monsieur,REYNE,Denis,0556629483,0556629492,mairie.cardan@wanadoo.fr,
33099,Carignan-de-Bordeaux,CARIGNAN DE BORDEAUX                  ,,332,2,,3323,23,Créon,,,,,,,HOTEL DE VILLE,24 RUE DE VERDUN - BP 48,33360,CARIGNAN DE BORDEAUX,Monsieur,JAMET,Jean-François,0556212162,0556683232,mairie@carignandebdx.fr,
33100,Cars,CARS                                  ,,331,1,,3307,07,Blaye,,,,,,,HOTEL DE VILLE,LE BOURG,33390,CARS,Monsieur,CHETY,Jean,0557421510,0557422169,mairie.cars@wanadoo.fr,
33101,Cartelègue,CARTELEGUE                            ,,331,1,,3307,07,Blaye,,,,,,,HOTEL DE VILLE,14 RUE DES QUATRE LIEUES,33390,CARTELEGUE,Monsieur,LE GOFF,Jean-Marie,0557427128,0557645382,mairie@cartelegue.fr,www.cartelegue.fr
33102,Casseuil,CASSEUIL                              ,,333,3,,3338,38,Réole (La),,,,,,,HOTEL DE VILLE,7 LE BOURG,33190,CASSEUIL,Monsieur,MERVEILLEAU,François,0556711050,0556711366,mairie.mairiedecasseuil@wanadoo.fr,
33103,Castelmoron-d'Albret,CASTELMORON D ALBRET                  ,,333,3,,3332,32,Monségur,,,,,,,HOTEL DE VILLE,,33540,CASTELMORON D'ALBRET,Monsieur,HERNANDEZ,Claude,0556715298,0556715298,maire.castelmoron dalbret@wanadoo.fr,
