Sapi_Type,EPN/PAPI,Code,Pays,CDC,Population 1999,Code Insee Commune,Commune,Nom de la structure,Adresse accueil public,CP,CEDEX,Tel,adresse administrative,Fonction du responsable de la structure,Mél principal (adresse diffusable au près du public),Site Web,Fonction du Contact N°1,Grade N°1,Mél du contact N°1 (non diffusé),Tps travail hebdo N°1 (en heures),% tps consacré à accès internet N°1,Age N°1,Contrat N°1,Niveau formation N°1,Domaine formation N°1,Form. Qualif. N°1,Nom Contact N°2,Fonction Contact N°2,Grade N°2,Mél contact N°2,Tps hebdo N°2,% tps internet N°2,Age N°2,Contrat N°2,Niveau formation N°2,Domaine formation N°2,Form. Qualif. N°2, ,Nom Contact N°3,Fonction Contact N°3,Grade N°3,Mél contact N°3,Tps hebdo N°3,% tps internet N°3,Age N°3,Contrat N°3,Niveau formation N°3,Domaine formation N°3,Form. Qualif. N°3,,Horaires détaillés d'ouverture de l'accès internet,internet réservé inscrits ou adhérents,Coût de l'adhésion ou inscription annuelle,Accès libre à Internet Gratuit ou payant ?,Tarif horaire internet,HypNbH,Nbre heures ouverture hebdo,ouvert Soir,ouvert WE,HypCapa,HypNbPC,Nbre PC,Nbre postes Internet,implantation postes,Nbre professionnels Internet,Effectif total,Nbre bénévoles,Année ouverture SAPI,Nombre d'années SAPI, ,Nbre inscrits SAPI,Nbre visites/an,Nbre visiteurs/jour,Enfants (moins de 11 ans),Juniors (12-17 ans),Adultes (18-60 ans),Seniors (+ de 60 ans), ,Accès Libre,Initiation internet,Conseils équipement,e-administration,création artistique,Messagerie,Chat,Téléchargement,pages web,Animations,OPAC,Sélection sites, ,Emploi,Scolaires,Séniors,Assos,handicap,Touristes,Entreprises,,Type structure portage,Typologie DLL-ADBDP,"Si bibliothèque, le Prêt est informatisé",Labels,Affiliation à des réseaux associatifs régionaux ou nationaux,"Divers : Autres activités, projets ...",Nom personne répondant,Mél. Personne répondant, ,Médiacité 2004,BDP 2007,DUI 2007,ARPEL 2008,AECOM 2007,Cyber-base,ECM,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,162A,99-Hors pays,Communauté Urbaine de Bordeaux,,162,Eysines,Bibliotheque Jean Degoul,Centre Culturel 2 rue de l'Eglise,33320,,05 56 57 84 86,,,,www.ville-eysines.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mardi/vendredi : 15h-18h30 Mercredi : 10h-12h/14h-18h30 Samedi : 10h-12h30,1,,Gratuit,,16,16,,Ouvert WE,16,1,1,1 ou 2,,0,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,Ouverture Centre Culturel avec Médiathèque fin 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,EPN,162B,99-Hors pays,Communauté Urbaine de Bordeaux,,162,Eysines,BIJ,Av. de la Libération,33320,,05 56 28 92 17,,,bij@ville-eysines.fr,www.ville-eysines.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mardi/vendredi : 15h-19h Mercredi/jeudi : 14h-18h Samedi : 14h-17H (vacances : lundi au vendredi : 14h-19h),,,Gratuit,,19,19,,Ouvert WE,95,5,5,3 à 5,,1,,,,5 ans et +,,,2000,,,,,,,Oui,Oui,Oui,Oui,,,,,,,,,,Oui,Oui,,,,,,,Municipale,,,Point Cyb,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,167B,99-Hors pays,Communauté Urbaine de Bordeaux,,167,Floirac,Maison des Savoirs partagés (M270),11 avenue Pierre Curie,33270,,05 57 80 90 62,"Mairie, 6 Av. Pasteur BP110",Resp. Adjointe du service culturel ,multimediam270@ville-floirac33.fr,floirac.cyber-base.org,Resp. espace Multimédia,,sgross@cyber-base.org,35,1,35,FPT,Bac+2,Animation,DEFA,Bruno N’Guyen-Ngoc,Animateur multimédia,,,35,1,40,FPT,Bac+2,Animation,BAFD,,,,,,,,,,,,,,"Mardi, jeudi et vendredi : 15h30-18h30 Mercredi : 10h00-12h30 / 14h00-18h30 Samedi : 10h00-12h30 / 14h00-18h00",1,8 à 20 €,Gratuit,,12,12,,Ouvert WE,108,9,9,6 à 10,espace multimédia,2,2,,2008,Moins  1 an,,285,,10 à 50,,Oui,,Oui,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,,,Oui,,Oui,Oui,Oui,,,,,,Municipale,,Oui,Cyberbase,,,Sébastien Gross,,,,,DUI 2007,,AECOM 2007,Cyber-base,,,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,167A,99-Hors pays,Communauté Urbaine de Bordeaux,,167,Floirac,Médiathèque Roland Barthes,rue Voltaire,33270,,05 56 86 99 28,,Directrice,mediatheque@ville-floirac33.fr,,Directrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Gratuit,,26,26,,Ouvert WE,156,6,6,6 à 10,postes dispersés,1,7,,2001,5 ans et +,,3204,,moins de 10,,,Oui,,,Oui,Oui,Oui,Oui,,,,,,,,Oui,,Oui,Oui,Oui,,,,,,Municipale,,,,,,,,,Médias-Cité 2004,,DUI 2007,ARPEL 2008,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Services publics,PAPI,192D,99-Hors pays,Communauté Urbaine de Bordeaux,,192,Gradignan,BIJ,7 place Bernard Roumégoux,33170,,05 56 89 12 46,,,bij.gradignan@yahoo.fr,www.ville-gradignan.fr,Animatrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mardi au vendredi : 10h-12h30/14h-18h Samedi 10h-12h,,,Gratuit,,28,28,,Ouvert WE,84,3,3,3 à 5,,1,,,,,,,,,,,,,,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,,,,Municipale,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
EducPop,PAPI,192B,99-Hors pays,Communauté Urbaine de Bordeaux,,192,Gradignan,MJC Gradignan Bourg,8 Av. Jean Larrieu,33170,,05 56 89 17 12,,,mjc.bourg@laposte.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,15,,,,60,4,4,3 à 5,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Oui,,,Oui,,,,Associative,,,,UDMJC,,,,,,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
EducPop,PAPI,192C,99-Hors pays,Communauté Urbaine de Bordeaux,,192,Gradignan,MJC Gradignan Malartic,4 Bvd de Malartic,33170,,05 56 89 02 50 ,,,mjc_malartic@hotmail.com ,www.mjcmalartic.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,15,,,,60,4,4,3 à 5,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,Oui,,,,,,,Associative,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,192A,99-Hors pays,Communauté Urbaine de Bordeaux,,192,Gradignan,Médiathèque municipale,32 Route de Léognan,33170,,05 57 12 18 90,,Directeur,lamediatheque@ville-gradignan.fr,,Responsable de l'Espace Multimédia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,30,30,,Ouvert WE,240,8,8,6 à 10,espace multimédia,3,21,,,1 à 2 ans,,7600,8000,10 à 50,,Oui,,Oui,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,,,Oui,,,Oui,,,,Municipale,,,Cyberbase,,,,,,,,DUI 2007,ARPEL 2008,AECOM 2007,Cyber-base,,,Net Public,,,,,,,,,,,,,,,,,,,
Jeunesse,PAPI,69B,99-Hors pays,Communauté Urbaine de Bordeaux,,69,Le Bouscat,BIJ,15 bis place Roosevelt,33110,,05 56 43 98 08,,,paio-bij@mairie-le-bouscat,http://www.mairie-le-bouscat.fr,,,a.calluaud@mairie-le-bouscat.fr,,,,,,,,Bernard Picard,,,,,,,,,,,,,,,,,,,,,,,,Lundi au vendredi : 9h-12h/14h-17h,,,Gratuit,,30,30,,,30,1,1,1 ou 2,,1,1,,2002,5 ans et +,,,950,,,,,,,Oui,,,,,,,,,,,,,Oui,Oui,,,,,,,Municipale,,,Point Cyb,,,,,,Médias-Cité 2004,,DUI 2007,,,,,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,69A,99-Hors pays,Communauté Urbaine de Bordeaux,,69,Le Bouscat,Bibliothèque municipale,17 Place Franklin Roosevelt,33110,,05 57 22 26 62,,,bibliotheque@mairie-le-bouscat.fr,http://www.mairie-le-bouscat.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mardi : 14h-18h Mercredi : 10h-12h et 14h-18h Jeudi : 16h30-18h Vendredi : 16h30-19h Samedi : 10h-16h,,,Gratuit,,20,20,,Ouvert WE,80,4,4,3 à 5,,1,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,Oui,Oui,,,,,,Municipale,,,Point Cyb,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,200A,99-Hors pays,Communauté Urbaine de Bordeaux,,200,Le Haillan,Bibliothèque multimédia,30 rue de Los Heros,33185,,05 57 93 11 31,,"Directeur, bibliothécaire",service.bibliotheque@ville-lehaillan.fr,www.ville-lehaillan.fr,Animatrice multimédia responsable cyber base,Adjoint de conservation du patrimoine et des bibliothèques,laetitia.wystrach@ville-lehaillan.fr ,37,"0,8",30,FPT,Bac+4,Histoire,Formations Cyber-base et Médiaquitaine,,,,,,,,,,,,,,,,,,,,,,,,,Mardi 14h- 18h30 Mercredi 9h30-12h30 et 14h30-18h30Vendredi14h- 18h30 et samedi 9h30-12h30 et 14h30-17h30 ,1,0 à 10 €,Gratuit,,22,22,,Ouvert WE,132,6,6,6 à 10,espace multimédia,1,7,,,1 à 2 ans,,2476,,10 à 50,,Oui,Oui,,,Oui,Oui,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,,Oui,,Oui,Oui,Oui,Oui,,,,,Municipale,B3,Oui,Cyberbase,,,Fabien Dutour ,fabien.dutour@ville-lehaillan.fr ,,,BDP 2007,DUI 2007,ARPEL 2008,AECOM 2007,Cyber-base,,,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,519A,99-Hors pays,Communauté Urbaine de Bordeaux,,519,Le Taillan-Médoc,Bibliothèque,56 Avenue du Soulac,33320,,05 56 35 60 96,,Assistant qualifié,bibliotheque@taillan-medoc.fr,,,Adjoint du patrimoine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Payant,plus de 4€,21,21,,Ouvert WE,42,2,2,1 ou 2,postes dispersés,0,4,,2006,1 à 2 ans,,1253,,moins de 10,,Oui,,,,Oui,Oui,,,,Oui,,,Oui,,,Oui,,Oui,Oui,Oui,,,,,,Municipale,B3,Oui,,,,,,,,BDP 2007,,ARPEL 2008,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Services publics,PAPI,249C,99-Hors pays,Communauté Urbaine de Bordeaux,,249,Lormont,CCAS,"Espace Montaigne, rue Montaigne",33310,,05 57 77 63 60,,responsable,ccas@ville-lormont.fr,www.lormont.fr,,,ccas@ville-lormont.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,15,,,,255,17,17,+ de 10,,1,,,,5 ans et +,,,,,,,,,,Oui,,,,,,,,,,,,,Oui,,Oui,,,,,,Municipale,,,,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,249A,99-Hors pays,Communauté Urbaine de Bordeaux,,249,Lormont,Bibliothèque municipale,Ave du Bois Fleuri,33310,,05 56 06 26 30,,,bibliotheque@ville-lormont.fr,www.lormont.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,15,,,Ouvert WE,60,4,4,3 à 5,,2,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,,,,,,,,,Oui,Oui,Oui,Oui,,,,,Municipale,,,,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Culture,PAPI,281C,99-Hors pays,Communauté Urbaine de Bordeaux,,281,Mérignac,Transrock – Krakatoa,3 Ave Victor Hugo,33700,,05 56 24 34 29,,Directeur,transrock@krakatoa.org,www.krakatoa.org,Resp. Centre Info Ressource ,, 	pepiniere@krakatoa.org,33,,30,CDI,Bac+5,Histoire,Action culturelle,,,,,,,,,,,,,,,,,,,,,,,,,Lundi au Vendredi : 10h30-12h30/14h30-17h,0,0,Gratuit,,25,25,,,25,1,1,1 ou 2,,1,10,,,,,,,,,,,,,Oui,,,,Oui,Oui,,,,,Oui,Oui,,,,,Oui,,,Oui,,Associative,,,,"RAMA, Réseau Ressource, Fédurock","Accueil artistes, diffusion concerts, accompagnement artistiques", Guillaume Mangier ,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
EducPop,PAPI,281D,99-Hors pays,Communauté Urbaine de Bordeaux,,281,Mérignac,Amicale laïque Glacière,"56, rue Armand Gayral",33700,,05 56 96 62 65,,,alg-merignac@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payant,,15,,,,15,1,,,,,,,,5 ans et +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Associative,,,,,,,,,Médias-Cité 2004,,DUI 2007,,,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,PAPI,281E,99-Hors pays,Communauté Urbaine de Bordeaux,,281,Mérignac,BIJ,Médiathèque Place Charles de Gaulle BP 90 012,33072,CEDEX,05 57 00 02 40,,,bij@merignac.com ,www.merignac.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lundi au vendredi : 8h30-12h30/ 13h30-18h,adhésion,"0,00 €",Gratuit,,42,42,,,42,1,,1 ou 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,281A,99-Hors pays,Communauté Urbaine de Bordeaux,,281,Mérignac,Médiathèque municipale,Place Charles de Gaulle,33700,,05 57 00 02 20,,,mediatheque.cyberbase@merignac.com,merignac.cyber-base.org,Responsable de la Cyber-base,,l.egea@merignac.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mardi, jeudi, vendredi, samedi : 13h-17h Mercredi : 13h-19h",,,Gratuit,,22,22,,,352,16,16,+ de 10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,Cyberbase,,,,,,,,DUI 2007,,,Cyber-base,,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,312A,99-Hors pays,Communauté Urbaine de Bordeaux,,312,Parempuyre,Bibliothèque municipale,47 rue du Général de Gaulle,33290,,05 56 95 48 86,Hôtel de Ville BP 9,Responsable bibliothèque,bibliotheque@mairie-parempuyre.fr.,,resp. Bibliothèque,Agent du patrimoine 2ème classe,,35,,52,FPT,Bac,,,,,,,,,,,,,,,,,,,,,,,,,,,Lundi/Mardi/Jeudi/Vendredi : 14h-18h Mercredi : 10h-12h/14h-19h Samedi : 10h-12h30,1,"2,65 à 9,50 €",Gratuit,,21,21,,Ouvert WE,21,1,1,1 ou 2,postes dispersés,,1,,2004,2 à 5 ans,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,Marie-Pierre Bellorgey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Services publics,PAPI,318D,99-Hors pays,Communauté Urbaine de Bordeaux,,318,Pessac,Plateforme des services au public,"Maison du Droit, Place de l'Horloge",33600,,05 56 15 25 60,,,plateforme@mairie-pessac.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,15,,,Ouvert WE,15,1,1,1 ou 2,,1,,,,,,,200,,,,,,,Oui,,,Oui,,,,,,,,,,Oui,,Oui,,,,Oui,,Municipale,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,318A,99-Hors pays,Communauté Urbaine de Bordeaux,,318,Pessac,Médiathèque Camponac,21 rue de Camponac,33600,,05.56.15.83.90,,Conservateur,biblio.infomedia@mairie-pessac.fr,http://mediatheque.mairie-pessac.fr,Responsable espace multimédia (Infomédia),,mediatheque@mairie-pessac.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,30,30,,Ouvert WE,210,7,7,6 à 10,espace multimédia,2,34,,2000,5 ans et +,,7536,,10 à 50,,,Oui,,,Oui,Oui,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,Oui,,,Municipale,,,ECM,,,,,,,,DUI 2007,ARPEL 2008,AECOM 2007,,ECM,,Net Public,,,,,,,,,,,,,,,,,,,
Jeunesse,PAPI,318B,99-Hors pays,Communauté Urbaine de Bordeaux,,318,Pessac,BIJ,2 bis avenue Dulout,33600,,05 56 45 30 12,,Responsable BIJ,bij@mairie-pessac.fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mardi au vendredi : 10h-12h30 / 14h-17h30 (sauf jeudi matin),,,Gratuit,,24,24,,,48,2,2,1 ou 2,,,,,,5 ans et +,,,,,,Oui,Oui,,,Oui,,,Oui,,,,,,,,,,Oui,Oui,,,,,,,Municipale,,,,,,,,,Médias-Cité 2004,,DUI 2007,,,,,Point Cyb,,,,,,,,,,,,,,,,,,,,
Jeunesse,EPN,318C,99-Hors pays,Communauté Urbaine de Bordeaux,,318,Pessac,La station  point Cyb,"Résidence Macédo 16, allée Cézanne",33600,,05 56 36 63 66,,Animateur Responsable,lastation@mairie-pessac.fr,,Animateur Responsable,Adjoint Animation,,35,1,,FPT,Bac+2,Informatique,"DUT maintenance informatique, BP JEPS TIC",,,,,,,,,,,,,,,,,,,,,,,,,Mercredi : 14h-19h Jeudi : 16h-19h Vendredi : 16h-22h Samedi : 14h-19h Dimanche : 14h-18h,,,Gratuit,,23,23,Ouvert soir,Ouvert WE,207,9,9,6 à 10,,1,1,,2002,5 ans et +,,,12000,10 à 50,,Oui,Oui,,,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,,,,Oui,Oui,,Oui,,,,,Municipale,,,Point Cyb,,,Mehdi Ferhat,,,Médias-Cité 2004,,DUI 2007,,,,,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
Jeunesse,PAPI,376A,99-Hors pays,Communauté Urbaine de Bordeaux,,376,Saint-Aubin-de-Médoc,PIJ,Espace Magnolias – 3 rue Gilberte Bacquey,33160,,05 56 95 93 31,,,polesolidarite@saintaubindemedoc.fr,www.saint-aubin-de-medoc.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lundi : 9h-12h mardi au Vendredi : 9h-12h/14h-19h Samedi : 10h-12h,,,Gratuit,,37,37,,,37,1,1,1 ou 2,,,,,,1 à 2 ans,,,,,,,,,,Oui,,,,,,,,,,,,,Oui,Oui,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,EPN,449B,99-Hors pays,Communauté Urbaine de Bordeaux,,449,Saint-Médard-en-Jalles,Espace jeunes BIJ,62 Place de la République – BP 22,33160,Cedex,05 56 05 10 01,,,bij@saint-medard-en-jalles.fr,http://saint-medard-en-jalles.cyber-base.org/,,,j.houdin@saint-medard-en-jalles.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lundi/mardi/jeudi : 13h-18h mercredi/vendredi : 10h-12h/14h-19H,adhésion,0,Gratuit,,29,29,,Ouvert WE,319,11,11,+ de 10,,3,,,2007,1 à 2 ans,,,,,,,,,,Oui,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,Oui,,,Municipale,,,"Cyber-base, Point Cyb",,,,,,,,,,AECOM 2007,Cyber-base,,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,449A,99-Hors pays,Communauté Urbaine de Bordeaux,,449,Saint-Médard-en-Jalles,Médiathèque Carré des Jalles,Place de la République,33160,,05 57 93 18 50,,directrice,bibliotheque@saint-medard-en-jalles.fr,http://www.carredesjalles.org/,responsable multimédia,Assistant qualifié de conservation du patrimoine 2ème classe,d.chataignier@saint-medard-en-jalles.fr,35,"0,5",29,FPT,Bac+3,Littéraire,DUT Biblithèconomie,Emmanuel De Rivasson,Animateur,Adjoint du patrimoine 1ère classe,e.derivasson@saint-medard-en-jalles.fr,35,"0,75",35,FPT,Bac+2,Commerciale,BEATEP Multimédia,,Frédérique Héliot,Animatrice,Adjoint du patrimoine 2ème classe,f.heliot@saint-medard-en-jalles.fr,35,"0,75",38,FPT,Bac,Economie,BESAPT – FPB Médiaquitaine,,Mardi/Jeudi : 14h30-18h Mercredi : 10h-18h Vendredi : 14h30-19h Samedi :10h30-16h30,1,0,Gratuit,,25,25,,Ouvert WE,375,15,15,+ de 10,Les 2,3,22,,2002,5 ans et +,,1298,8883,10 à 50,oui,Oui,,,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,,,Oui,Oui,Oui,Oui,,,,Municipale,B1,Oui,"ECM, Cyber-base",,,Delphine Chataignier,,,Médias-Cité 2004,,DUI 2007,ARPEL 2008,,Cyber-base,ECM,,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,522A,99-Hors pays,Communauté Urbaine de Bordeaux,,522,Talence,Médiathèque Gérard Castagnéra,Allée Peixotto - BP 102,33402,Cedex,05 56 84 78 90,,DIRECTRICE,mediatheque@mairie-talence.fr,www.mairie-talence.fr,adjoint à la direction,Bibliothécaire,mpschembri@mairie-talence.fr,35,"0,6",42,FPT,Bac+3,Histoire,"CAFB, Musique",David Pineau,Animateur multimédia,Adjoint technique,dpineau@mairie-talence.fr,35,"0,9",32,FPT,,Technique,Maintenance informatique,,Julien Paquier,,,,,,,,,,,,mercredi: 14h-18h jeudi/vendredi : 16h-18h samedi : 14h-18h (+ créneaux horaires (11h) réservés à l'initiation individuelle),0,,Gratuit,,30,30,,Ouvert WE,120,4,4,3 à 5,espace multimédia,1,30,,1996,5 ans et +,,6900,1815,10 à 50,,,Oui,,,Oui,Oui,Oui,Oui,Oui,Oui,,Oui,,Oui,Oui,Oui,,Oui,,Oui,,Oui,,,,Municipale,,,,,,Schembri Marie-Pierre ,,,,,,ARPEL 2008,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,522B,99-Hors pays,Communauté Urbaine de Bordeaux,,522,Talence,Annexe Mediathèque Thouars,Château de Thouars,33400,,05 56 04 62 16,,Resp. Bibliothèque,media-thouars@mairie-talence.fr,www.talence.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mardi/jeudi/vendredi : 16h-18h30 mercredi : 10h-18h30,,,Gratuit,,14,14,,,14,1,1,1 ou 2,,2,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,,,,,,,,,Oui,Oui,Oui,,,,,,Municipale,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,PAPI,522C,99-Hors pays,Communauté Urbaine de Bordeaux,,522,Talence,Espace Info Jeune,Place Espeléta,33400,,05 56 84 78 13,,Attachée territoriale,eij@mairie-talence.fr,www.mairie-talence.fr,Animatrice,Adjointe d'animation,,35,"0,6",28,,Bac+2,Animation,,Grégory Joumier,Animateur,Animateur territorial,gjoumier@gmail.com,35,"0,2",33,FPT,Bac+2,Animation,,,,,,,,,,,,,,,Lundi/Jeudi :13h30–18h Mardi/Mercredi/Vendredi :10h-12h/13h30-18h,0,0,Gratuit,,30,30,,,90,3,3,3 à 5,,1,4,,1999,5 ans et +,,,4000,10 à 50,,Oui,Oui,,,Oui,Oui,,Oui,,Oui,Oui,Oui,,,,Oui,,Oui,Oui,,,,,,,Municipale,,,,,,Grégory Joumier,gjoumier@gmail.com,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,550A,99-Hors pays,Communauté Urbaine de Bordeaux,,550,Villenave-d'Ornon,Médiathèque,46 bis rue Jean Jacques Rousseau,33140,,05 57 96 56 30,,DIRECTRICE,mediatheque@mairie-villenavedornon.fr,http://mediatheque.villenavedornon.fr,Animatrice multimédia,,Service-multimedia@mairie-villenavadornon.fr,,,,,,,,Nadine Ducq,,,,,,,,,,,,,,,,,,,,,,,,Mardi/jeudi : 16h-19h Mercredi : 10h-18h vendredi : 14h-18h samedi : 10h-17h,1,,Gratuit,,23,23,,Ouvert WE,230,10,10,6 à 10,espace multimédia,2,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,,Oui,,Oui,,,Oui,,,Oui,Oui,Oui,,Oui,,,,Municipale,B1,,Point Cyb,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
EducPop,EPN,550B,99-Hors pays,Communauté Urbaine de Bordeaux,,550,Villenave-d'Ornon,Asso AREA,8 Rue Ferrère,33140,,05 56 75 80 89,,Directrice,association.area@free.fr,,Animateur,,sylvain.lefeuvre@tele2.fr,,,,,,,BPJEPS TIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payant,,15,,,,90,6,6,6 à 10,,1,,,,,,,,,,,,,,Oui,Oui,Oui,,,,,,,,,,,,Oui,Oui,,,,,,Associative,,,,,,,,,,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,24A,9-Haut-Entre-Deux-Mers,Réolais,175,24,Bagas,Bibliothèque publique,,33190,,,,,bagas@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,204A,9-Haut-Entre-Deux-Mers,Réolais,453,204,Hure,Bibliothèque municipale,,33190,,,,,mairie.hure@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,45A,8-Libournais,Hors CDC,344,45,Belvès-de-Castillon,Bibliothèque publique,,33350,,,,,mairie-belves-de-castillon@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,,259A,8-Libournais,Canton de Fronsac,,259,Lugon-et-l'Ile-du-Carnay,Bibliotheque municipale,5 bis place Jean Moulin,33240,,05 57 84 33 32,,,bibliothequedelugon@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
